donor_id,preferred_categories,donation_range_min,donation_range_max,location,preferred_type
D2787,Education,777,3969,Chennai,Orphanage
D2788,"Arts,Education",716,4538,Chennai,NGO
D2789,Shelter,706,3296,Delhi,NGO
D2790,Arts,773,3972,Chennai,NGO
D2791,"Shelter,Food",925,2503,Chennai,Orphanage
D2792,Arts,993,2080,Bangalore,Orphanage
D2793,"Arts,Shelter",826,2974,Bangalore,NGO
D2794,Arts,683,2163,Kolkata,NGO
D2795,"Education,Arts",677,2183,Delhi,Orphanage
D2796,"Education,Health",733,3918,Delhi,Orphanage
D2797,Education,983,3501,Delhi,Orphanage
D2798,"Education,Shelter",777,3922,Mumbai,NGO
D2799,"Education,Shelter",817,4040,Bangalore,Orphanage
D2800,Food,637,2615,Chennai,Orphanage
D2801,"Education,Health",816,2981,Chennai,NGO
D2802,Health,615,2713,Mumbai,Orphanage
D2803,Education,951,4788,Mumbai,Orphanage
D2804,"Health,Arts",900,4118,Bangalore,Orphanage
D2805,Food,587,3705,Bangalore,NGO
D2806,Health,522,4836,Chennai,NGO
D2807,"Education,Shelter",625,4227,Kolkata,Orphanage
D2808,Arts,775,4948,Delhi,NGO
D2809,"Shelter,Education",985,4062,Mumbai,NGO
D2810,Shelter,876,4668,Delhi,NGO
D2811,"Food,Arts",636,3476,Chennai,NGO
D2812,Arts,647,4126,Bangalore,Orphanage
D2813,Food,520,3117,Kolkata,Orphanage
D2814,Food,610,3457,Chennai,NGO
D2815,"Health,Shelter",704,3419,Delhi,NGO
D2816,Education,867,4969,Chennai,Orphanage
D2817,Food,698,4775,Delhi,NGO
D2818,"Food,Health",651,2965,Mumbai,Orphanage
D2819,"Health,Shelter",625,3674,Mumbai,NGO
D2820,"Education,Health",639,2854,Mumbai,NGO
D2821,Food,884,2199,Delhi,Orphanage
D2822,"Shelter,Arts",951,2006,Bangalore,Orphanage
D2823,"Health,Arts",998,4544,Kolkata,NGO
D2824,Arts,989,4505,Kolkata,Orphanage
D2825,Education,853,2036,Kolkata,NGO
D2826,Health,509,2166,Kolkata,Orphanage
D2827,Health,571,2138,Chennai,NGO
D2828,"Shelter,Food",822,4940,Chennai,Orphanage
D2829,Food,865,4935,Delhi,Orphanage
D2830,"Food,Health",611,4284,Kolkata,Orphanage
D2831,"Health,Arts",645,3279,Bangalore,Orphanage
D2832,Education,928,3748,Mumbai,NGO
D2833,Shelter,869,2757,Mumbai,NGO
D2834,Shelter,862,3165,Chennai,Orphanage
D2835,Food,560,2022,Delhi,NGO
D2836,Shelter,535,4340,Kolkata,Orphanage
D2837,Health,994,4066,Mumbai,Orphanage
D2838,Food,686,2752,Mumbai,NGO
D2839,"Food,Health",784,2665,Kolkata,Orphanage
D2840,Food,623,4569,Mumbai,NGO
D2841,"Education,Shelter",827,4997,Bangalore,Orphanage
D2842,Arts,996,2385,Mumbai,NGO
D2843,Food,541,2115,Chennai,Orphanage
D2844,Food,656,3009,Delhi,NGO
D2845,"Food,Arts",740,2374,Mumbai,NGO
D2846,"Health,Food",823,4573,Mumbai,NGO
D2847,"Shelter,Arts",717,4237,Kolkata,NGO
D2848,"Arts,Food",895,3605,Bangalore,NGO
D2849,"Arts,Education",670,3632,Bangalore,NGO
D2850,Shelter,835,3587,Delhi,NGO
D2851,"Shelter,Education",581,2981,Bangalore,Orphanage
D2852,Food,896,3959,Chennai,NGO
D2853,"Health,Arts",677,2336,Delhi,NGO
D2854,"Health,Shelter",628,4579,Delhi,NGO
D2855,"Shelter,Education",836,4540,Delhi,Orphanage
D2856,Health,993,3185,Bangalore,Orphanage
D2857,Arts,690,4373,Chennai,Orphanage
D2858,Food,918,2575,Kolkata,NGO
D2859,"Arts,Health",762,2668,Delhi,Orphanage
D2860,"Shelter,Education",992,2978,Kolkata,NGO
D2861,"Education,Shelter",596,4679,Bangalore,Orphanage
D2862,Health,860,3305,Mumbai,Orphanage
D2863,Education,995,2410,Bangalore,Orphanage
D2864,Shelter,588,2628,Chennai,Orphanage
D2865,Education,929,2628,Delhi,Orphanage
D2866,"Health,Shelter",824,2970,Bangalore,NGO
D2867,Education,882,3277,Kolkata,Orphanage
D2868,"Shelter,Food",695,2671,Kolkata,NGO
D2869,Food,840,3794,Bangalore,NGO
D2870,Shelter,710,2987,Chennai,Orphanage
D2871,"Education,Health",955,2944,Kolkata,NGO
D2872,"Food,Health",620,3482,Delhi,NGO
D2873,"Arts,Food",873,2927,Chennai,Orphanage
D2874,Food,954,2213,Chennai,NGO
D2875,"Arts,Shelter",893,2397,Chennai,NGO
D2876,"Health,Shelter",715,2729,Mumbai,NGO
D2877,"Education,Arts",698,2156,Chennai,Orphanage
D2878,Arts,629,4699,Chennai,Orphanage
D2879,"Food,Shelter",660,2757,Kolkata,Orphanage
D2880,"Health,Education",701,3514,Bangalore,Orphanage
D2881,Food,790,4365,Bangalore,Orphanage
D2882,Education,947,3405,Bangalore,NGO
D2883,"Food,Health",638,4944,Chennai,NGO
D2884,"Food,Education",986,4788,Chennai,Orphanage
D2885,Education,675,3144,Kolkata,NGO
D2886,"Shelter,Education",947,4426,Delhi,NGO
D2887,Health,677,4157,Mumbai,Orphanage
D2888,"Arts,Health",872,4411,Bangalore,NGO
D2889,"Arts,Food",788,4592,Kolkata,NGO
D2890,"Food,Education",618,4058,Bangalore,Orphanage
D2891,Health,505,3355,Kolkata,Orphanage
D2892,"Arts,Health",882,2587,Delhi,NGO
D2893,"Health,Food",694,2511,Delhi,NGO
D2894,"Shelter,Arts",649,4532,Bangalore,Orphanage
D2895,Food,644,3489,Bangalore,Orphanage
D2896,Education,923,3468,Chennai,NGO
D2897,Health,578,4521,Delhi,NGO
D2898,Food,636,2303,Delhi,Orphanage
D2899,Health,738,3159,Bangalore,Orphanage
D2900,Education,580,4165,Kolkata,Orphanage
D2901,"Food,Education",953,2950,Chennai,NGO
D2902,"Education,Health",746,2627,Mumbai,NGO
D2903,Arts,528,4195,Mumbai,NGO
D2904,"Food,Education",808,4081,Delhi,NGO
D2905,"Health,Food",540,2193,Chennai,NGO
D2906,Education,885,2816,Kolkata,Orphanage
D2907,"Health,Shelter",816,3027,Delhi,Orphanage
D2908,Arts,556,3485,Kolkata,Orphanage
D2909,"Food,Health",633,3422,Delhi,Orphanage
D2910,"Arts,Food",661,2697,Mumbai,NGO
D2911,Shelter,794,4354,Bangalore,Orphanage
D2912,Education,952,3620,Bangalore,Orphanage
D2913,"Health,Shelter",873,2932,Mumbai,NGO
D2914,"Food,Shelter",721,4288,Chennai,Orphanage
D2915,"Shelter,Food",817,3510,Delhi,NGO
D2916,Education,611,2424,Bangalore,NGO
D2917,Education,960,2545,Kolkata,NGO
D2918,"Arts,Education",546,4289,Delhi,Orphanage
D2919,"Education,Health",507,3419,Chennai,NGO
D2920,Arts,520,4271,Chennai,NGO
D2921,"Shelter,Food",682,4961,Delhi,NGO
D2922,Food,996,4138,Kolkata,NGO
D2923,"Food,Shelter",586,3584,Mumbai,Orphanage
D2924,Food,873,3577,Chennai,NGO
D2925,Food,628,2663,Chennai,NGO
D2926,Education,964,2714,Kolkata,Orphanage
D2927,"Health,Education",903,2045,Kolkata,NGO
D2928,Health,649,2116,Mumbai,NGO
D2929,"Arts,Education",554,4313,Bangalore,Orphanage
D2930,"Education,Shelter",547,4286,Bangalore,NGO
D2931,Health,654,4940,Delhi,Orphanage
D2932,Health,678,2349,Mumbai,NGO
D2933,"Health,Food",946,4887,Bangalore,NGO
D2934,Food,577,3073,Mumbai,Orphanage
D2935,Food,572,4063,Mumbai,Orphanage
D2936,Education,842,3467,Bangalore,Orphanage
D2937,Arts,511,3704,Mumbai,Orphanage
D2938,Health,895,3465,Bangalore,Orphanage
D2939,"Arts,Education",520,4969,Mumbai,NGO
D2940,"Shelter,Arts",740,3121,Kolkata,Orphanage
D2941,"Shelter,Arts",924,3146,Bangalore,Orphanage
D2942,"Education,Health",869,2269,Chennai,Orphanage
D2943,"Food,Health",995,2623,Kolkata,NGO
D2944,Food,520,2933,Chennai,NGO
D2945,Shelter,619,4281,Delhi,Orphanage
D2946,"Arts,Shelter",641,3402,Bangalore,Orphanage
D2947,Food,788,3853,Delhi,NGO
D2948,Education,617,2095,Kolkata,Orphanage
D2949,"Health,Food",760,2252,Chennai,Orphanage
D2950,Arts,884,2480,Chennai,Orphanage
D2951,"Health,Shelter",577,2023,Delhi,Orphanage
D2952,"Health,Shelter",583,4370,Chennai,Orphanage
D2953,"Education,Food",970,4447,Kolkata,NGO
D2954,"Health,Education",686,3575,Mumbai,NGO
D2955,"Arts,Shelter",729,2297,Mumbai,Orphanage
D2956,Education,948,3545,Bangalore,Orphanage
D2957,"Health,Shelter",792,3153,Bangalore,Orphanage
D2958,Shelter,693,4484,Mumbai,NGO
D2959,"Shelter,Education",871,4286,Bangalore,NGO
D2960,Arts,947,4363,Delhi,Orphanage
D2961,Health,994,4560,Kolkata,NGO
D2962,"Education,Health",694,4419,Kolkata,Orphanage
D2963,Health,575,3822,Delhi,NGO
D2964,"Health,Education",768,2566,Kolkata,Orphanage
D2965,"Shelter,Arts",595,3966,Chennai,NGO
D2966,Health,597,3197,Delhi,Orphanage
D2967,"Arts,Health",657,2810,Chennai,NGO
D2968,Education,663,4116,Kolkata,NGO
D2969,"Arts,Education",618,3398,Delhi,Orphanage
D2970,"Shelter,Arts",611,2557,Bangalore,Orphanage
D2971,Education,625,3349,Chennai,Orphanage
D2972,"Food,Shelter",734,2560,Kolkata,NGO
D2973,"Food,Shelter",919,4415,Mumbai,Orphanage
D2974,Shelter,965,3228,Chennai,Orphanage
D2975,"Health,Food",940,3149,Mumbai,Orphanage
D2976,Arts,743,2300,Delhi,Orphanage
D2977,"Shelter,Food",548,3280,Delhi,NGO
D2978,Food,670,3255,Bangalore,Orphanage
D2979,"Health,Shelter",871,3932,Mumbai,NGO
D2980,"Health,Arts",720,2938,Delhi,NGO
D2981,"Food,Arts",916,3214,Chennai,NGO
D2982,Arts,977,2290,Chennai,NGO
D2983,Shelter,919,2816,Chennai,NGO
D2984,"Health,Food",787,2555,Bangalore,Orphanage
D2985,"Food,Health",713,3089,Delhi,Orphanage
D2986,Health,758,3586,Kolkata,NGO
D2987,Food,532,2359,Kolkata,Orphanage
D2988,Arts,548,2705,Kolkata,Orphanage
D2989,Food,502,4923,Bangalore,Orphanage
D2990,Arts,819,4406,Delhi,NGO
D2991,"Education,Shelter",569,3375,Delhi,NGO
D2992,Health,633,2681,Delhi,Orphanage
D2993,Health,717,4620,Bangalore,NGO
D2994,Food,715,2131,Kolkata,Orphanage
D2995,Shelter,822,3524,Bangalore,Orphanage
D2996,"Arts,Food",855,2504,Bangalore,Orphanage
D2997,"Shelter,Health",683,4439,Mumbai,Orphanage
D2998,Education,537,3566,Kolkata,NGO
D2999,"Shelter,Food",958,4226,Bangalore,Orphanage
D3000,Education,945,4950,Chennai,NGO
D3001,"Health,Education",634,2550,Mumbai,NGO
D3002,"Health,Education",561,2061,Delhi,NGO
D3003,"Shelter,Arts",638,3799,Delhi,NGO
D3004,Food,587,3708,Kolkata,Orphanage
D3005,Food,974,3379,Chennai,Orphanage
D3006,"Health,Education",980,2827,Kolkata,NGO
D3007,"Education,Food",691,2319,Mumbai,Orphanage
D3008,Arts,858,4552,Delhi,Orphanage
D3009,"Arts,Health",738,2965,Chennai,Orphanage
D3010,Health,678,4467,Chennai,NGO
D3011,"Health,Education",677,2150,Mumbai,Orphanage
D3012,Education,580,4440,Bangalore,Orphanage
D3013,Arts,652,3901,Chennai,Orphanage
D3014,"Education,Shelter",892,2595,Kolkata,Orphanage
D3015,"Shelter,Health",508,4233,Chennai,Orphanage
D3016,"Health,Shelter",565,2359,Bangalore,Orphanage
D3017,Arts,750,3126,Chennai,Orphanage
D3018,"Food,Health",612,4764,Delhi,Orphanage
D3019,"Education,Health",990,4345,Bangalore,Orphanage
D3020,Arts,726,4064,Kolkata,Orphanage
D3021,Arts,682,4826,Kolkata,Orphanage
D3022,Shelter,557,3162,Mumbai,NGO
D3023,Arts,600,3197,Mumbai,NGO
D3024,"Health,Food",619,3596,Chennai,Orphanage
D3025,"Food,Shelter",860,2084,Bangalore,NGO
D3026,"Arts,Education",926,3503,Bangalore,Orphanage
D3027,"Food,Shelter",938,3302,Mumbai,NGO
D3028,Health,642,3890,Mumbai,NGO
D3029,Food,856,2353,Kolkata,NGO
D3030,Health,592,3518,Chennai,Orphanage
D3031,Arts,734,4542,Chennai,NGO
D3032,"Shelter,Food",785,3579,Mumbai,Orphanage
D3033,Education,935,2393,Bangalore,Orphanage
D3034,Arts,778,2078,Bangalore,Orphanage
D3035,Arts,615,2997,Bangalore,Orphanage
D3036,Education,536,3367,Bangalore,NGO
D3037,Arts,888,4992,Delhi,NGO
D3038,Shelter,777,2767,Delhi,Orphanage
D3039,"Shelter,Arts",908,2409,Kolkata,NGO
D3040,Health,805,2665,Bangalore,NGO
D3041,"Arts,Food",550,2799,Bangalore,Orphanage
D3042,"Education,Food",718,4276,Kolkata,NGO
D3043,"Education,Shelter",870,3106,Delhi,Orphanage
D3044,Food,518,4848,Delhi,Orphanage
D3045,"Arts,Shelter",760,3997,Bangalore,Orphanage
D3046,"Health,Food",556,4119,Kolkata,NGO
D3047,Education,635,3960,Mumbai,NGO
D3048,"Shelter,Arts",677,2255,Kolkata,Orphanage
D3049,"Shelter,Health",755,3263,Bangalore,Orphanage
D3050,Education,524,3006,Kolkata,Orphanage
D3051,Education,581,4889,Delhi,Orphanage
D3052,"Education,Arts",847,3939,Chennai,Orphanage
D3053,"Health,Arts",510,2159,Chennai,Orphanage
D3054,"Arts,Food",510,3120,Chennai,NGO
D3055,"Food,Education",918,4013,Mumbai,NGO
D3056,Arts,743,4302,Mumbai,Orphanage
D3057,Shelter,948,3160,Mumbai,NGO
D3058,Shelter,913,2279,Bangalore,Orphanage
D3059,Food,644,2628,Bangalore,NGO
D3060,"Arts,Food",986,3159,Chennai,NGO
D3061,Shelter,713,3549,Kolkata,NGO
D3062,Arts,628,2755,Chennai,Orphanage
D3063,Shelter,574,3297,Kolkata,NGO
D3064,"Shelter,Arts",950,4842,Kolkata,Orphanage
D3065,"Shelter,Health",716,4350,Chennai,NGO
D3066,"Food,Shelter",801,2769,Chennai,Orphanage
D3067,Arts,906,3773,Mumbai,Orphanage
D3068,Arts,652,4991,Chennai,Orphanage
D3069,"Arts,Shelter",590,2196,Chennai,Orphanage
D3070,Shelter,681,4229,Chennai,NGO
D3071,"Education,Arts",742,2684,Bangalore,NGO
D3072,Health,748,4366,Delhi,NGO
D3073,Arts,788,4740,Kolkata,NGO
D3074,"Arts,Education",694,3031,Mumbai,NGO
D3075,"Arts,Health",967,2012,Delhi,NGO
D3076,Arts,678,3132,Delhi,NGO
D3077,Health,619,3961,Mumbai,Orphanage
D3078,Health,612,2206,Mumbai,Orphanage
D3079,Education,927,3268,Kolkata,Orphanage
D3080,"Food,Shelter",519,4638,Delhi,NGO
D3081,Food,534,4740,Mumbai,NGO
D3082,"Shelter,Education",951,3940,Mumbai,NGO
D3083,"Health,Education",998,2824,Delhi,NGO
D3084,"Education,Shelter",587,3619,Chennai,NGO
D3085,"Shelter,Health",770,4219,Delhi,Orphanage
D3086,"Food,Shelter",953,4207,Kolkata,NGO
D3087,"Arts,Health",773,2052,Delhi,NGO
D3088,Arts,560,2256,Delhi,Orphanage
D3089,Food,771,2227,Bangalore,Orphanage
D3090,"Education,Health",615,2704,Kolkata,Orphanage
D3091,Education,771,3673,Mumbai,NGO
D3092,Health,672,3784,Delhi,NGO
D3093,Health,744,2371,Kolkata,Orphanage
D3094,"Arts,Shelter",619,2693,Bangalore,Orphanage
D3095,Arts,894,3541,Mumbai,Orphanage
D3096,Shelter,577,2114,Mumbai,Orphanage
D3097,"Arts,Health",587,2785,Delhi,NGO
D3098,Health,899,2448,Kolkata,Orphanage
D3099,"Arts,Education",961,2305,Kolkata,Orphanage
D3100,Food,899,3417,Delhi,NGO
D3101,Health,965,2714,Delhi,NGO
D3102,Arts,601,2485,Chennai,Orphanage
D3103,"Education,Food",798,3187,Delhi,Orphanage
D3104,"Arts,Shelter",595,2464,Chennai,NGO
D3105,Shelter,765,3631,Bangalore,Orphanage
D3106,Food,635,2471,Kolkata,NGO
D3107,"Education,Arts",954,4341,Bangalore,Orphanage
D3108,Shelter,820,3474,Kolkata,Orphanage
D3109,"Health,Education",800,4108,Chennai,NGO
D3110,"Health,Arts",530,3888,Chennai,NGO
D3111,"Food,Arts",643,3283,Delhi,Orphanage
D3112,Shelter,972,2456,Kolkata,NGO
D3113,Shelter,800,3666,Chennai,Orphanage
D3114,Education,919,4752,Chennai,Orphanage
D3115,Education,780,3947,Mumbai,NGO
D3116,Food,584,3218,Chennai,Orphanage
D3117,Shelter,872,4199,Chennai,Orphanage
D3118,Food,831,2545,Delhi,NGO
D3119,"Education,Food",667,2403,Delhi,Orphanage
D3120,"Food,Health",812,4355,Chennai,NGO
D3121,Shelter,790,2895,Mumbai,NGO
D3122,"Shelter,Education",690,2332,Delhi,Orphanage
D3123,Food,763,2850,Bangalore,NGO
D3124,"Arts,Health",708,3265,Chennai,Orphanage
D3125,"Education,Shelter",712,4851,Bangalore,Orphanage
D3126,"Education,Food",603,3704,Delhi,NGO
D3127,Education,850,3771,Bangalore,NGO
D3128,Shelter,899,4378,Mumbai,NGO
D3129,Education,904,2747,Delhi,NGO
D3130,Food,878,4498,Kolkata,Orphanage
D3131,"Health,Education",659,4394,Mumbai,NGO
D3132,Food,767,3662,Kolkata,Orphanage
D3133,Arts,883,3381,Chennai,Orphanage
D3134,Arts,753,3806,Chennai,NGO
D3135,Arts,546,4483,Mumbai,NGO
D3136,"Food,Education",977,4668,Kolkata,NGO
D3137,"Education,Food",523,3037,Chennai,Orphanage
D3138,Education,784,3086,Delhi,NGO
D3139,"Health,Arts",570,3800,Delhi,Orphanage
D3140,Arts,850,2978,Delhi,Orphanage
D3141,"Food,Education",530,2264,Bangalore,Orphanage
D3142,Shelter,963,4386,Kolkata,Orphanage
D3143,Arts,780,4581,Chennai,Orphanage
D3144,"Education,Shelter",959,3253,Bangalore,NGO
D3145,Food,974,3873,Mumbai,Orphanage
D3146,"Food,Shelter",971,4353,Chennai,NGO
D3147,"Shelter,Arts",557,4312,Delhi,Orphanage
D3148,"Health,Education",903,4324,Kolkata,NGO
D3149,"Health,Education",810,2096,Chennai,NGO
D3150,"Education,Arts",670,3212,Kolkata,NGO
D3151,Arts,822,3443,Kolkata,Orphanage
D3152,"Education,Food",524,4704,Delhi,NGO
D3153,"Health,Education",561,3545,Chennai,NGO
D3154,Education,934,4822,Mumbai,NGO
D3155,"Health,Arts",512,3128,Mumbai,Orphanage
D3156,Health,798,3252,Delhi,NGO
D3157,Food,598,3595,Delhi,NGO
D3158,Education,1000,3156,Bangalore,Orphanage
D3159,Education,813,2497,Delhi,NGO
D3160,"Food,Education",505,4298,Kolkata,NGO
D3161,"Shelter,Food",939,3778,Delhi,Orphanage
D3162,"Arts,Food",961,2892,Mumbai,Orphanage
D3163,Shelter,942,4130,Mumbai,NGO
D3164,Health,771,3363,Bangalore,NGO
D3165,"Food,Arts",656,2397,Kolkata,Orphanage
D3166,Food,516,2062,Bangalore,NGO
D3167,"Shelter,Food",536,3793,Delhi,Orphanage
D3168,Food,756,4372,Mumbai,Orphanage
D3169,"Arts,Health",841,3976,Chennai,NGO
D3170,"Education,Shelter",854,4075,Chennai,NGO
D3171,"Education,Health",613,3770,Bangalore,NGO
D3172,"Shelter,Health",513,2511,Kolkata,Orphanage
D3173,"Education,Shelter",880,3083,Kolkata,Orphanage
D3174,"Arts,Health",575,2085,Mumbai,Orphanage
D3175,Food,754,2203,Chennai,Orphanage
D3176,Health,652,4852,Chennai,NGO
D3177,Arts,591,2548,Kolkata,Orphanage
D3178,"Arts,Health",567,2117,Bangalore,Orphanage
D3179,Education,550,2490,Mumbai,NGO
D3180,Health,616,4161,Chennai,Orphanage
D3181,Education,562,4903,Delhi,NGO
D3182,"Arts,Shelter",763,4974,Chennai,Orphanage
D3183,"Food,Health",623,4806,Delhi,NGO
D3184,"Shelter,Health",790,4902,Delhi,Orphanage
D3185,"Arts,Education",828,4799,Delhi,NGO
D3186,Shelter,741,3303,Bangalore,NGO
D3187,Food,503,4782,Bangalore,Orphanage
D3188,"Health,Shelter",830,2242,Kolkata,Orphanage
D3189,"Education,Shelter",929,4108,Delhi,NGO
D3190,"Health,Education",821,3089,Mumbai,NGO
D3191,"Education,Arts",607,2150,Chennai,Orphanage
D3192,"Health,Shelter",582,2615,Bangalore,Orphanage
D3193,Food,804,3595,Mumbai,NGO
D3194,"Health,Food",545,3535,Kolkata,Orphanage
D3195,Shelter,581,4428,Bangalore,NGO
D3196,"Shelter,Health",532,3752,Bangalore,NGO
D3197,"Arts,Food",899,2548,Bangalore,NGO
D3198,"Arts,Food",871,2904,Kolkata,Orphanage
D3199,Education,862,4895,Chennai,Orphanage
D3200,"Shelter,Food",593,2448,Kolkata,Orphanage
D3201,"Shelter,Health",565,4449,Mumbai,NGO
D3202,Education,636,2386,Kolkata,Orphanage
D3203,"Health,Food",828,2926,Bangalore,Orphanage
D3204,"Shelter,Education",841,3382,Chennai,NGO
D3205,"Food,Arts",617,3744,Kolkata,NGO
D3206,Food,859,4097,Mumbai,Orphanage
D3207,"Shelter,Health",886,4164,Bangalore,NGO
D3208,Arts,868,4807,Bangalore,Orphanage
D3209,Food,725,2317,Chennai,Orphanage
D3210,Health,830,3263,Bangalore,Orphanage
D3211,Education,784,4184,Chennai,NGO
D3212,"Education,Arts",778,2127,Delhi,NGO
D3213,Food,624,2391,Mumbai,Orphanage
D3214,Food,838,3527,Delhi,NGO
D3215,"Shelter,Health",857,3575,Delhi,NGO
D3216,"Food,Shelter",654,2238,Delhi,NGO
D3217,Health,535,3860,Kolkata,Orphanage
D3218,"Education,Health",828,3725,Bangalore,Orphanage
D3219,"Shelter,Food",832,2375,Bangalore,Orphanage
D3220,"Health,Shelter",633,3513,Bangalore,Orphanage
D3221,"Education,Food",874,3542,Chennai,Orphanage
D3222,Food,770,3728,Mumbai,Orphanage
D3223,Education,847,2133,Mumbai,NGO
D3224,"Arts,Food",636,3280,Bangalore,Orphanage
D3225,"Health,Education",890,2452,Delhi,Orphanage
D3226,Food,780,2796,Kolkata,NGO
D3227,"Health,Education",961,4961,Chennai,NGO
D3228,"Education,Health",933,4337,Delhi,Orphanage
D3229,Arts,752,4793,Kolkata,Orphanage
D3230,"Health,Food",879,3502,Bangalore,Orphanage
D3231,Shelter,783,4256,Mumbai,NGO
D3232,"Shelter,Health",538,4196,Chennai,Orphanage
D3233,"Food,Shelter",765,3881,Delhi,Orphanage
D3234,Education,585,3359,Delhi,Orphanage
D3235,"Food,Health",866,4857,Bangalore,NGO
D3236,Education,754,2419,Delhi,Orphanage
D3237,Food,809,4951,Mumbai,Orphanage
D3238,"Health,Education",780,2935,Delhi,NGO
D3239,"Health,Arts",815,3915,Mumbai,Orphanage
D3240,Health,778,4037,Mumbai,NGO
D3241,Arts,590,2075,Delhi,NGO
D3242,"Arts,Food",612,3897,Bangalore,NGO
D3243,Arts,874,3450,Bangalore,NGO
D3244,"Shelter,Arts",845,4477,Bangalore,Orphanage
D3245,"Shelter,Education",831,3675,Delhi,NGO
D3246,Arts,933,2769,Mumbai,Orphanage
D3247,Health,631,3941,Bangalore,Orphanage
D3248,"Food,Health",709,4512,Kolkata,Orphanage
D3249,Health,644,2094,Chennai,NGO
D3250,Shelter,719,2165,Delhi,Orphanage
D3251,Health,941,3782,Bangalore,NGO
D3252,"Health,Education",892,4236,Chennai,NGO
D3253,"Education,Shelter",513,4756,Kolkata,NGO
D3254,"Health,Shelter",636,3464,Chennai,NGO
D3255,Health,603,3794,Bangalore,Orphanage
D3256,"Health,Education",604,2609,Delhi,NGO
D3257,"Health,Arts",994,3317,Bangalore,NGO
D3258,"Arts,Health",985,3908,Kolkata,NGO
D3259,"Shelter,Health",703,3466,Bangalore,NGO
D3260,Arts,986,3961,Delhi,NGO
D3261,Education,760,3492,Delhi,Orphanage
D3262,Education,730,3745,Delhi,NGO
D3263,Education,681,4766,Kolkata,NGO
D3264,"Health,Shelter",892,2707,Delhi,Orphanage
D3265,"Shelter,Health",797,4868,Kolkata,Orphanage
D3266,"Arts,Education",617,4263,Bangalore,NGO
D3267,"Education,Food",947,2482,Delhi,NGO
D3268,Health,566,3562,Chennai,Orphanage
D3269,"Food,Shelter",790,4910,Chennai,Orphanage
D3270,Education,595,3520,Chennai,Orphanage
D3271,"Arts,Health",836,3799,Bangalore,Orphanage
D3272,"Arts,Health",825,3448,Delhi,Orphanage
D3273,Shelter,702,3303,Chennai,Orphanage
D3274,"Shelter,Health",909,3485,Delhi,NGO
D3275,Education,508,3760,Mumbai,Orphanage
D3276,"Education,Food",723,2164,Mumbai,NGO
D3277,Shelter,518,4174,Kolkata,NGO
D3278,Education,513,3440,Chennai,Orphanage
D3279,"Food,Arts",614,3550,Delhi,Orphanage
D3280,Food,778,3513,Delhi,NGO
D3281,Education,524,2811,Delhi,NGO
D3282,"Arts,Shelter",960,4706,Delhi,Orphanage
D3283,"Shelter,Health",867,2721,Delhi,Orphanage
D3284,Arts,910,3010,Mumbai,Orphanage
D3285,"Shelter,Arts",858,4587,Delhi,NGO
D3286,Food,862,2445,Kolkata,Orphanage
D3287,"Food,Health",726,4283,Mumbai,Orphanage
D3288,Education,949,4341,Bangalore,NGO
D3289,Shelter,707,2867,Chennai,Orphanage
D3290,"Arts,Shelter",596,3187,Chennai,Orphanage
D3291,"Arts,Education",977,4732,Delhi,NGO
D3292,"Education,Health",640,2247,Chennai,NGO
D3293,"Arts,Health",795,3194,Kolkata,Orphanage
D3294,"Food,Shelter",604,2547,Chennai,NGO
D3295,"Arts,Education",613,3917,Mumbai,Orphanage
D3296,Shelter,774,4311,Mumbai,NGO
D3297,Arts,699,3219,Mumbai,NGO
D3298,"Health,Arts",516,4220,Chennai,Orphanage
D3299,Shelter,892,2990,Bangalore,Orphanage
D3300,Food,997,2886,Bangalore,Orphanage
D3301,Food,512,2344,Kolkata,Orphanage
D3302,"Food,Shelter",935,4441,Delhi,Orphanage
D3303,Health,526,4131,Kolkata,Orphanage
D3304,Health,834,3063,Chennai,Orphanage
D3305,Shelter,925,4003,Delhi,Orphanage
D3306,Arts,831,2918,Kolkata,Orphanage
D3307,"Arts,Food",507,4306,Mumbai,Orphanage
D3308,Education,743,4233,Bangalore,Orphanage
D3309,"Education,Food",505,2636,Delhi,Orphanage
D3310,"Food,Education",722,2432,Chennai,Orphanage
D3311,"Food,Shelter",609,2041,Kolkata,NGO
D3312,"Shelter,Education",954,3881,Delhi,Orphanage
D3313,Food,517,4004,Kolkata,NGO
D3314,Food,903,2071,Chennai,Orphanage
D3315,"Education,Arts",820,4561,Kolkata,NGO
D3316,"Arts,Shelter",713,4475,Chennai,Orphanage
D3317,Shelter,542,4501,Kolkata,NGO
D3318,Arts,891,2564,Mumbai,Orphanage
D3319,"Health,Shelter",744,4705,Chennai,NGO
D3320,Food,871,4000,Delhi,NGO
D3321,"Food,Health",667,2061,Kolkata,NGO
D3322,"Education,Shelter",667,4217,Kolkata,Orphanage
D3323,Food,507,3327,Chennai,NGO
D3324,Shelter,901,3804,Mumbai,NGO
D3325,Food,932,2931,Chennai,Orphanage
D3326,Shelter,557,2724,Delhi,Orphanage
D3327,"Food,Shelter",836,2138,Delhi,Orphanage
D3328,Shelter,687,4561,Kolkata,Orphanage
D3329,Health,603,4053,Kolkata,NGO
D3330,"Food,Education",527,4423,Mumbai,Orphanage
D3331,"Health,Arts",786,4464,Chennai,Orphanage
D3332,"Education,Shelter",701,2784,Chennai,Orphanage
D3333,Education,850,2786,Kolkata,Orphanage
